jurisdiction,metric,delta,flag_type,correction_status
Oregon,forensic_profiles,-1145,Monotonicity Violation,Unreviewed
Oregon,total_profiles,-26465,Monotonicity Violation,Unreviewed
Oregon,forensic_profiles,-6489,Monotonicity Violation,Unreviewed
Oregon,arrestee,-6490,Monotonicity Violation,Unreviewed
Oregon,forensic_profiles,-7331,Monotonicity Violation,Unreviewed
Oregon,unknown,NA,Laboratory Jump,Unreviewed
Oregon,arrestee,-7727,Monotonicity Violation,Unreviewed
Oregon,offender_profiles,-104232,Monotonicity Violation,Unreviewed
Oregon,forensic_profiles,-13221,Monotonicity Violation,Unreviewed
Oregon,total_profiles,-112292,Monotonicity Violation,Unreviewed
Oregon,arrestee,-5161,Monotonicity Violation,Unreviewed
Oregon,offender_profiles,-133770,Monotonicity Violation,Unreviewed
Oregon,forensic_profiles,-18518,Monotonicity Violation,Unreviewed
Oregon,total_profiles,-147127,Monotonicity Violation,Unreviewed
Oregon,arrestee,-5161,Monotonicity Violation,Unreviewed
Pennsylvania,arrestee,-991,Monotonicity Violation,Unreviewed
Pennsylvania,total_profiles,1350,Spike Detection,Unreviewed
Pennsylvania,offender_profiles,1183,Spike Detection,Unreviewed
Pennsylvania,offender_profiles,-2243,Monotonicity Violation,Unreviewed
Pennsylvania,total_profiles,-1735,Monotonicity Violation,Unreviewed
Pennsylvania,forensic_profiles,-265,Monotonicity Violation,Unreviewed
Pennsylvania,offender_profiles,-1353,Monotonicity Violation,Unreviewed
Pennsylvania,forensic_profiles,-49,Monotonicity Violation,Unreviewed
Pennsylvania,total_profiles,-1402,Monotonicity Violation,Unreviewed
Pennsylvania,offender_profiles,-4,Monotonicity Violation,Unreviewed
Pennsylvania,forensic_profiles,-68,Monotonicity Violation,Unreviewed
Pennsylvania,total_profiles,-72,Monotonicity Violation,Unreviewed
Pennsylvania,offender_profiles,-8,Monotonicity Violation,Unreviewed
Pennsylvania,forensic_profiles,-11,Monotonicity Violation,Unreviewed
Pennsylvania,total_profiles,43113,Spike Detection,Unreviewed
Pennsylvania,offender_profiles,42813,Spike Detection,Unreviewed
Pennsylvania,offender_profiles,-8710,Monotonicity Violation,Unreviewed
Pennsylvania,forensic_profiles,-104,Monotonicity Violation,Unreviewed
Pennsylvania,total_profiles,-8814,Monotonicity Violation,Unreviewed
Pennsylvania,offender_profiles,-5625,Monotonicity Violation,Unreviewed
Pennsylvania,forensic_profiles,-169,Monotonicity Violation,Unreviewed
Pennsylvania,total_profiles,-5794,Monotonicity Violation,Unreviewed
Pennsylvania,total_profiles,1608,Spike Detection,Unreviewed
Pennsylvania,offender_profiles,1491,Spike Detection,Unreviewed
Pennsylvania,offender_profiles,-6302,Monotonicity Violation,Unreviewed
Pennsylvania,forensic_profiles,-388,Monotonicity Violation,Unreviewed
Pennsylvania,total_profiles,-6690,Monotonicity Violation,Unreviewed
Pennsylvania,offender_profiles,-22641,Monotonicity Violation,Unreviewed
Pennsylvania,forensic_profiles,-1635,Monotonicity Violation,Unreviewed
Pennsylvania,total_profiles,-24276,Monotonicity Violation,Unreviewed
Pennsylvania,forensic_profiles,-8383,Monotonicity Violation,Unreviewed
Pennsylvania,arrestee,-8387,Monotonicity Violation,Unreviewed
Pennsylvania,forensic_profiles,-9554,Monotonicity Violation,Unreviewed
Pennsylvania,unknown,NA,Laboratory Jump,Unreviewed
Pennsylvania,arrestee,-10004,Monotonicity Violation,Unreviewed
Rhode Island,offender_profiles,-48,Monotonicity Violation,Unreviewed
Rhode Island,forensic_profiles,-2,Monotonicity Violation,Unreviewed
Rhode Island,total_profiles,-50,Monotonicity Violation,Unreviewed
Rhode Island,offender_profiles,669,Spike Detection,Unreviewed
Rhode Island,offender_profiles,-243,Monotonicity Violation,Unreviewed
Rhode Island,forensic_profiles,-16,Monotonicity Violation,Unreviewed
Rhode Island,total_profiles,-259,Monotonicity Violation,Unreviewed
Rhode Island,offender_profiles,-676,Monotonicity Violation,Unreviewed
Rhode Island,forensic_profiles,-24,Monotonicity Violation,Unreviewed
Rhode Island,total_profiles,-700,Monotonicity Violation,Unreviewed
Rhode Island,offender_profiles,-763,Monotonicity Violation,Unreviewed
Rhode Island,forensic_profiles,-42,Monotonicity Violation,Unreviewed
Rhode Island,total_profiles,-805,Monotonicity Violation,Unreviewed
Rhode Island,forensic_profiles,-5,Monotonicity Violation,Unreviewed
Rhode Island,offender_profiles,-6978,Monotonicity Violation,Unreviewed
Rhode Island,forensic_profiles,-53,Monotonicity Violation,Unreviewed
Rhode Island,total_profiles,-7031,Monotonicity Violation,Unreviewed
Rhode Island,forensic_profiles,-415,Monotonicity Violation,Unreviewed
Rhode Island,arrestee,-416,Monotonicity Violation,Unreviewed
Rhode Island,offender_profiles,-2,Monotonicity Violation,Unreviewed
Rhode Island,forensic_profiles,-510,Monotonicity Violation,Unreviewed
Rhode Island,unknown,NA,Laboratory Jump,Unreviewed
Rhode Island,arrestee,-563,Monotonicity Violation,Unreviewed
Rhode Island,offender_profiles,-1,Monotonicity Violation,Unreviewed
Rhode Island,arrestee,-261,Monotonicity Violation,Unreviewed
Rhode Island,total_profiles,-257,Monotonicity Violation,Unreviewed
Rhode Island,arrestee,-1,Monotonicity Violation,Unreviewed
Rhode Island,arrestee,-2,Monotonicity Violation,Unreviewed
South Carolina,arrestee,-242,Monotonicity Violation,Unreviewed
South Carolina,offender_profiles,-1,Monotonicity Violation,Unreviewed
South Carolina,forensic_profiles,-327,Monotonicity Violation,Unreviewed
South Carolina,offender_profiles,-1731,Monotonicity Violation,Unreviewed
South Carolina,total_profiles,-1598,Monotonicity Violation,Unreviewed
South Carolina,offender_profiles,-1,Monotonicity Violation,Unreviewed
South Carolina,forensic_profiles,-22,Monotonicity Violation,Unreviewed
South Carolina,offender_profiles,-556,Monotonicity Violation,Unreviewed
South Carolina,forensic_profiles,-48,Monotonicity Violation,Unreviewed
South Carolina,total_profiles,-604,Monotonicity Violation,Unreviewed
South Carolina,total_profiles,2034,Spike Detection,Unreviewed
South Carolina,offender_profiles,2007,Spike Detection,Unreviewed
South Carolina,offender_profiles,-2007,Monotonicity Violation,Unreviewed
South Carolina,forensic_profiles,-27,Monotonicity Violation,Unreviewed
South Carolina,total_profiles,-2034,Monotonicity Violation,Unreviewed
South Carolina,offender_profiles,-1,Monotonicity Violation,Unreviewed
South Carolina,offender_profiles,-4,Monotonicity Violation,Unreviewed
South Carolina,offender_profiles,-29,Monotonicity Violation,Unreviewed
South Carolina,total_profiles,17457,Spike Detection,Unreviewed
South Carolina,offender_profiles,17039,Spike Detection,Unreviewed
South Carolina,offender_profiles,-8424,Monotonicity Violation,Unreviewed
South Carolina,forensic_profiles,-163,Monotonicity Violation,Unreviewed
South Carolina,total_profiles,-8587,Monotonicity Violation,Unreviewed
South Carolina,offender_profiles,-3874,Monotonicity Violation,Unreviewed
South Carolina,forensic_profiles,-169,Monotonicity Violation,Unreviewed
South Carolina,total_profiles,-4043,Monotonicity Violation,Unreviewed
South Carolina,offender_profiles,797,Spike Detection,Unreviewed
South Carolina,offender_profiles,-8052,Monotonicity Violation,Unreviewed
South Carolina,forensic_profiles,-376,Monotonicity Violation,Unreviewed
South Carolina,total_profiles,-8428,Monotonicity Violation,Unreviewed
South Carolina,offender_profiles,-18126,Monotonicity Violation,Unreviewed
South Carolina,forensic_profiles,-1229,Monotonicity Violation,Unreviewed
South Carolina,total_profiles,-19355,Monotonicity Violation,Unreviewed
South Carolina,offender_profiles,-1,Monotonicity Violation,Unreviewed
South Carolina,forensic_profiles,-6792,Monotonicity Violation,Unreviewed
South Carolina,offender_profiles,-31281,Monotonicity Violation,Unreviewed
South Carolina,arrestee,-6794,Monotonicity Violation,Unreviewed
South Carolina,total_profiles,-34189,Monotonicity Violation,Unreviewed
South Carolina,forensic_profiles,-8015,Monotonicity Violation,Unreviewed
South Carolina,unknown,NA,Laboratory Jump,Unreviewed
South Carolina,arrestee,-8532,Monotonicity Violation,Unreviewed
South Carolina,offender_profiles,-762,Monotonicity Violation,Unreviewed
South Carolina,total_profiles,-258,Monotonicity Violation,Unreviewed
South Carolina,offender_profiles,-210,Monotonicity Violation,Unreviewed
South Carolina,offender_profiles,-270,Monotonicity Violation,Unreviewed
South Carolina,offender_profiles,-657,Monotonicity Violation,Unreviewed
South Carolina,total_profiles,-367,Monotonicity Violation,Unreviewed
South Carolina,forensic_profiles,-110,Monotonicity Violation,Unreviewed
South Dakota,offender_profiles,-45,Monotonicity Violation,Unreviewed
South Dakota,total_profiles,-43,Monotonicity Violation,Unreviewed
South Dakota,offender_profiles,-47,Monotonicity Violation,Unreviewed
South Dakota,total_profiles,-47,Monotonicity Violation,Unreviewed
South Dakota,offender_profiles,-472,Monotonicity Violation,Unreviewed
South Dakota,forensic_profiles,-3,Monotonicity Violation,Unreviewed
South Dakota,total_profiles,-475,Monotonicity Violation,Unreviewed
South Dakota,offender_profiles,-36,Monotonicity Violation,Unreviewed
South Dakota,total_profiles,-33,Monotonicity Violation,Unreviewed
South Dakota,total_profiles,2779,Spike Detection,Unreviewed
South Dakota,offender_profiles,2759,Spike Detection,Unreviewed
South Dakota,offender_profiles,-652,Monotonicity Violation,Unreviewed
South Dakota,forensic_profiles,-9,Monotonicity Violation,Unreviewed
South Dakota,total_profiles,-661,Monotonicity Violation,Unreviewed
South Dakota,offender_profiles,-879,Monotonicity Violation,Unreviewed
South Dakota,forensic_profiles,-5,Monotonicity Violation,Unreviewed
South Dakota,total_profiles,-884,Monotonicity Violation,Unreviewed
South Dakota,offender_profiles,-3630,Monotonicity Violation,Unreviewed
South Dakota,forensic_profiles,-12,Monotonicity Violation,Unreviewed
South Dakota,total_profiles,-3642,Monotonicity Violation,Unreviewed
South Dakota,total_profiles,4217,Spike Detection,Unreviewed
South Dakota,offender_profiles,4199,Spike Detection,Unreviewed
South Dakota,offender_profiles,-4199,Monotonicity Violation,Unreviewed
South Dakota,forensic_profiles,-18,Monotonicity Violation,Unreviewed
South Dakota,total_profiles,-4217,Monotonicity Violation,Unreviewed
South Dakota,total_profiles,4614,Spike Detection,Unreviewed
South Dakota,offender_profiles,4594,Spike Detection,Unreviewed
South Dakota,offender_profiles,-4594,Monotonicity Violation,Unreviewed
South Dakota,forensic_profiles,-20,Monotonicity Violation,Unreviewed
South Dakota,total_profiles,-4614,Monotonicity Violation,Unreviewed
South Dakota,offender_profiles,-4594,Monotonicity Violation,Unreviewed
South Dakota,forensic_profiles,-22,Monotonicity Violation,Unreviewed
South Dakota,total_profiles,-4616,Monotonicity Violation,Unreviewed
South Dakota,total_profiles,4618,Spike Detection,Unreviewed
South Dakota,offender_profiles,4593,Spike Detection,Unreviewed
South Dakota,offender_profiles,-4593,Monotonicity Violation,Unreviewed
South Dakota,forensic_profiles,-25,Monotonicity Violation,Unreviewed
South Dakota,total_profiles,-4618,Monotonicity Violation,Unreviewed
South Dakota,offender_profiles,-4593,Monotonicity Violation,Unreviewed
South Dakota,forensic_profiles,-33,Monotonicity Violation,Unreviewed
South Dakota,total_profiles,-4626,Monotonicity Violation,Unreviewed
South Dakota,total_profiles,4681,Spike Detection,Unreviewed
South Dakota,offender_profiles,4645,Spike Detection,Unreviewed
South Dakota,offender_profiles,-4645,Monotonicity Violation,Unreviewed
South Dakota,forensic_profiles,-36,Monotonicity Violation,Unreviewed
South Dakota,total_profiles,-4681,Monotonicity Violation,Unreviewed
South Dakota,offender_profiles,-8806,Monotonicity Violation,Unreviewed
South Dakota,forensic_profiles,-38,Monotonicity Violation,Unreviewed
South Dakota,total_profiles,-8844,Monotonicity Violation,Unreviewed
South Dakota,total_profiles,10292,Spike Detection,Unreviewed
South Dakota,offender_profiles,10245,Spike Detection,Unreviewed
South Dakota,offender_profiles,-10245,Monotonicity Violation,Unreviewed
South Dakota,forensic_profiles,-47,Monotonicity Violation,Unreviewed
South Dakota,total_profiles,-10292,Monotonicity Violation,Unreviewed
South Dakota,total_profiles,10298,Spike Detection,Unreviewed
South Dakota,offender_profiles,10246,Spike Detection,Unreviewed
South Dakota,offender_profiles,-10246,Monotonicity Violation,Unreviewed
South Dakota,forensic_profiles,-52,Monotonicity Violation,Unreviewed
South Dakota,total_profiles,-10298,Monotonicity Violation,Unreviewed
South Dakota,offender_profiles,-10247,Monotonicity Violation,Unreviewed
South Dakota,forensic_profiles,-65,Monotonicity Violation,Unreviewed
South Dakota,total_profiles,-10312,Monotonicity Violation,Unreviewed
South Dakota,offender_profiles,-8305,Monotonicity Violation,Unreviewed
South Dakota,forensic_profiles,-108,Monotonicity Violation,Unreviewed
South Dakota,total_profiles,-8413,Monotonicity Violation,Unreviewed
South Dakota,forensic_profiles,-328,Monotonicity Violation,Unreviewed
South Dakota,arrestee,-329,Monotonicity Violation,Unreviewed
South Dakota,forensic_profiles,-418,Monotonicity Violation,Unreviewed
South Dakota,offender_profiles,14816,Spike Detection,Unreviewed
South Dakota,unknown,NA,Laboratory Jump,Unreviewed
South Dakota,offender_profiles,-12813,Monotonicity Violation,Unreviewed
South Dakota,offender_profiles,-11391,Monotonicity Violation,Unreviewed
South Dakota,arrestee,-31135,Monotonicity Violation,Unreviewed
South Dakota,forensic_profiles,-1134,Monotonicity Violation,Unreviewed
South Dakota,total_profiles,-43660,Monotonicity Violation,Unreviewed
South Dakota,arrestee,-1,Monotonicity Violation,Unreviewed
South Dakota,offender_profiles,-12731,Monotonicity Violation,Unreviewed
South Dakota,arrestee,-51513,Monotonicity Violation,Unreviewed
South Dakota,forensic_profiles,-2930,Monotonicity Violation,Unreviewed
South Dakota,total_profiles,-67174,Monotonicity Violation,Unreviewed
Tennessee,forensic_profiles,-27,Monotonicity Violation,Unreviewed
Tennessee,forensic_profiles,-14,Monotonicity Violation,Unreviewed
Tennessee,offender_profiles,-10,Monotonicity Violation,Unreviewed
Tennessee,offender_profiles,-947,Monotonicity Violation,Unreviewed
Tennessee,forensic_profiles,-20,Monotonicity Violation,Unreviewed
Tennessee,total_profiles,-967,Monotonicity Violation,Unreviewed
Tennessee,offender_profiles,813,Spike Detection,Unreviewed
Tennessee,offender_profiles,-813,Monotonicity Violation,Unreviewed
Tennessee,forensic_profiles,-23,Monotonicity Violation,Unreviewed
Tennessee,total_profiles,-836,Monotonicity Violation,Unreviewed
Tennessee,forensic_profiles,-32,Monotonicity Violation,Unreviewed
Tennessee,forensic_profiles,-42,Monotonicity Violation,Unreviewed
Tennessee,forensic_profiles,-83,Monotonicity Violation,Unreviewed
Tennessee,forensic_profiles,-65,Monotonicity Violation,Unreviewed
Tennessee,offender_profiles,-4930,Monotonicity Violation,Unreviewed
Tennessee,forensic_profiles,-41,Monotonicity Violation,Unreviewed
Tennessee,total_profiles,-4971,Monotonicity Violation,Unreviewed
Tennessee,offender_profiles,-1,Monotonicity Violation,Unreviewed
Tennessee,offender_profiles,-3855,Monotonicity Violation,Unreviewed
Tennessee,forensic_profiles,-122,Monotonicity Violation,Unreviewed
Tennessee,total_profiles,-3977,Monotonicity Violation,Unreviewed
Tennessee,offender_profiles,-1,Monotonicity Violation,Unreviewed
Tennessee,offender_profiles,-1,Monotonicity Violation,Unreviewed
Tennessee,forensic_profiles,-2,Monotonicity Violation,Unreviewed
Tennessee,total_profiles,-2,Monotonicity Violation,Unreviewed
Tennessee,offender_profiles,-6938,Monotonicity Violation,Unreviewed
Tennessee,forensic_profiles,-397,Monotonicity Violation,Unreviewed
Tennessee,total_profiles,-7335,Monotonicity Violation,Unreviewed
Tennessee,forensic_profiles,-2866,Monotonicity Violation,Unreviewed
Tennessee,arrestee,-2869,Monotonicity Violation,Unreviewed
Tennessee,forensic_profiles,-3348,Monotonicity Violation,Unreviewed
Tennessee,offender_profiles,56279,Spike Detection,Unreviewed
Tennessee,unknown,NA,Laboratory Jump,Unreviewed
Tennessee,offender_profiles,-46685,Monotonicity Violation,Unreviewed
Tennessee,forensic_profiles,-139,Monotonicity Violation,Unreviewed
Tennessee,arrestee,-252,Monotonicity Violation,Unreviewed
Tennessee,offender_profiles,-3,Monotonicity Violation,Unreviewed
Tennessee,arrestee,-391,Monotonicity Violation,Unreviewed
Tennessee,arrestee,-918,Monotonicity Violation,Unreviewed
Tennessee,total_profiles,-115,Monotonicity Violation,Unreviewed
Tennessee,arrestee,-502,Monotonicity Violation,Unreviewed
Tennessee,offender_profiles,-20,Monotonicity Violation,Unreviewed
Tennessee,offender_profiles,-7,Monotonicity Violation,Unreviewed
Tennessee,arrestee,-288,Monotonicity Violation,Unreviewed
Tennessee,total_profiles,-231,Monotonicity Violation,Unreviewed
Tennessee,offender_profiles,-8,Monotonicity Violation,Unreviewed
Tennessee,arrestee,-180,Monotonicity Violation,Unreviewed
Tennessee,total_profiles,4674,Spike Detection,Unreviewed
Tennessee,arrestee,1965,Spike Detection,Unreviewed
Tennessee,offender_profiles,-13,Monotonicity Violation,Unreviewed
Tennessee,arrestee,-957,Monotonicity Violation,Unreviewed
Tennessee,total_profiles,-803,Monotonicity Violation,Unreviewed
Tennessee,arrestee,-804,Monotonicity Violation,Unreviewed
