jurisdiction,metric,delta,flag_type,correction_status
Tennessee,arrestee,-157,Monotonicity Violation,Unreviewed
Tennessee,arrestee,-134,Monotonicity Violation,Unreviewed
Tennessee,offender_profiles,-2,Monotonicity Violation,Unreviewed
Tennessee,arrestee,-157,Monotonicity Violation,Unreviewed
Tennessee,arrestee,-56,Monotonicity Violation,Unreviewed
Tennessee,arrestee,-33,Monotonicity Violation,Unreviewed
Tennessee,arrestee,-209,Monotonicity Violation,Unreviewed
Texas,arrestee,-2553,Monotonicity Violation,Unreviewed
Texas,offender_profiles,-456,Monotonicity Violation,Unreviewed
Texas,total_profiles,-245,Monotonicity Violation,Unreviewed
Texas,offender_profiles,-3447,Monotonicity Violation,Unreviewed
Texas,forensic_profiles,-403,Monotonicity Violation,Unreviewed
Texas,total_profiles,-3850,Monotonicity Violation,Unreviewed
Texas,total_profiles,1553,Spike Detection,Unreviewed
Texas,offender_profiles,1322,Spike Detection,Unreviewed
Texas,offender_profiles,-1322,Monotonicity Violation,Unreviewed
Texas,forensic_profiles,-231,Monotonicity Violation,Unreviewed
Texas,total_profiles,-1553,Monotonicity Violation,Unreviewed
Texas,offender_profiles,-9029,Monotonicity Violation,Unreviewed
Texas,forensic_profiles,-385,Monotonicity Violation,Unreviewed
Texas,total_profiles,-9414,Monotonicity Violation,Unreviewed
Texas,total_profiles,4223,Spike Detection,Unreviewed
Texas,offender_profiles,3952,Spike Detection,Unreviewed
Texas,offender_profiles,-18815,Monotonicity Violation,Unreviewed
Texas,forensic_profiles,-1018,Monotonicity Violation,Unreviewed
Texas,total_profiles,-19833,Monotonicity Violation,Unreviewed
Texas,total_profiles,7684,Spike Detection,Unreviewed
Texas,offender_profiles,7430,Spike Detection,Unreviewed
Texas,offender_profiles,-100233,Monotonicity Violation,Unreviewed
Texas,forensic_profiles,-3724,Monotonicity Violation,Unreviewed
Texas,total_profiles,-103957,Monotonicity Violation,Unreviewed
Texas,offender_profiles,-107707,Monotonicity Violation,Unreviewed
Texas,forensic_profiles,-3979,Monotonicity Violation,Unreviewed
Texas,total_profiles,-111686,Monotonicity Violation,Unreviewed
Texas,forensic_profiles,-25822,Monotonicity Violation,Unreviewed
Texas,arrestee,-25838,Monotonicity Violation,Unreviewed
Texas,forensic_profiles,-31290,Monotonicity Violation,Unreviewed
Texas,forensic_profiles,-1,Monotonicity Violation,Unreviewed
Texas,arrestee,1854,Spike Detection,Unreviewed
Texas,unknown,NA,Laboratory Jump,Unreviewed
Texas,arrestee,-33424,Monotonicity Violation,Unreviewed
Texas,forensic_profiles,-723,Monotonicity Violation,Unreviewed
Texas,offender_profiles,-35455,Monotonicity Violation,Unreviewed
Utah,arrestee,-85,Monotonicity Violation,Unreviewed
Utah,forensic_profiles,-52,Monotonicity Violation,Unreviewed
Utah,offender_profiles,-44,Monotonicity Violation,Unreviewed
Utah,forensic_profiles,-7,Monotonicity Violation,Unreviewed
Utah,total_profiles,-51,Monotonicity Violation,Unreviewed
Utah,total_profiles,1002,Spike Detection,Unreviewed
Utah,offender_profiles,1002,Spike Detection,Unreviewed
Utah,offender_profiles,-1002,Monotonicity Violation,Unreviewed
Utah,total_profiles,-1002,Monotonicity Violation,Unreviewed
Utah,offender_profiles,-122,Monotonicity Violation,Unreviewed
Utah,forensic_profiles,-5,Monotonicity Violation,Unreviewed
Utah,total_profiles,-127,Monotonicity Violation,Unreviewed
Utah,offender_profiles,-548,Monotonicity Violation,Unreviewed
Utah,forensic_profiles,-13,Monotonicity Violation,Unreviewed
Utah,total_profiles,-561,Monotonicity Violation,Unreviewed
Utah,offender_profiles,-7993,Monotonicity Violation,Unreviewed
Utah,forensic_profiles,-50,Monotonicity Violation,Unreviewed
Utah,total_profiles,-8043,Monotonicity Violation,Unreviewed
Utah,offender_profiles,1664,Spike Detection,Unreviewed
Utah,offender_profiles,-47028,Monotonicity Violation,Unreviewed
Utah,total_profiles,142702,Spike Detection,Unreviewed
Utah,arrestee,183916,Spike Detection,Unreviewed
Utah,forensic_profiles,5814,Spike Detection,Unreviewed
Utah,arrestee,-183487,Monotonicity Violation,Unreviewed
Utah,forensic_profiles,-6242,Monotonicity Violation,Unreviewed
Utah,total_profiles,-142701,Monotonicity Violation,Unreviewed
Utah,offender_profiles,47028,Spike Detection,Unreviewed
Utah,offender_profiles,-47028,Monotonicity Violation,Unreviewed
Utah,total_profiles,142701,Spike Detection,Unreviewed
Utah,arrestee,183487,Spike Detection,Unreviewed
Utah,forensic_profiles,6242,Spike Detection,Unreviewed
Utah,arrestee,-183487,Monotonicity Violation,Unreviewed
Utah,forensic_profiles,-6242,Monotonicity Violation,Unreviewed
Utah,total_profiles,-142701,Monotonicity Violation,Unreviewed
Utah,arrestee,-429,Monotonicity Violation,Unreviewed
Utah,forensic_profiles,-534,Monotonicity Violation,Unreviewed
Utah,unknown,NA,Laboratory Jump,Unreviewed
Utah,arrestee,-377,Monotonicity Violation,Unreviewed
Utah,offender_profiles,-1,Monotonicity Violation,Unreviewed
Utah,offender_profiles,-1,Monotonicity Violation,Unreviewed
Utah,arrestee,-1,Monotonicity Violation,Unreviewed
Vermont,arrestee,-1,Monotonicity Violation,Unreviewed
Vermont,offender_profiles,-17,Monotonicity Violation,Unreviewed
Vermont,forensic_profiles,-2,Monotonicity Violation,Unreviewed
Vermont,total_profiles,-19,Monotonicity Violation,Unreviewed
Vermont,offender_profiles,-589,Monotonicity Violation,Unreviewed
Vermont,forensic_profiles,-7,Monotonicity Violation,Unreviewed
Vermont,total_profiles,-596,Monotonicity Violation,Unreviewed
Vermont,offender_profiles,-1203,Monotonicity Violation,Unreviewed
Vermont,forensic_profiles,-18,Monotonicity Violation,Unreviewed
Vermont,total_profiles,-1221,Monotonicity Violation,Unreviewed
Vermont,offender_profiles,-3220,Monotonicity Violation,Unreviewed
Vermont,forensic_profiles,-76,Monotonicity Violation,Unreviewed
Vermont,total_profiles,-3296,Monotonicity Violation,Unreviewed
Vermont,offender_profiles,-13,Monotonicity Violation,Unreviewed
Vermont,offender_profiles,-9788,Monotonicity Violation,Unreviewed
Vermont,total_profiles,180021,Spike Detection,Unreviewed
Vermont,arrestee,183916,Spike Detection,Unreviewed
Vermont,forensic_profiles,5893,Spike Detection,Unreviewed
Vermont,arrestee,-183566,Monotonicity Violation,Unreviewed
Vermont,forensic_profiles,-6242,Monotonicity Violation,Unreviewed
Vermont,total_profiles,-180020,Monotonicity Violation,Unreviewed
Vermont,offender_profiles,9788,Spike Detection,Unreviewed
Vermont,offender_profiles,-9788,Monotonicity Violation,Unreviewed
Vermont,total_profiles,180020,Spike Detection,Unreviewed
Vermont,arrestee,183566,Spike Detection,Unreviewed
Vermont,forensic_profiles,6242,Spike Detection,Unreviewed
Vermont,arrestee,-183566,Monotonicity Violation,Unreviewed
Vermont,forensic_profiles,-6242,Monotonicity Violation,Unreviewed
Vermont,total_profiles,-180020,Monotonicity Violation,Unreviewed
Vermont,arrestee,-350,Monotonicity Violation,Unreviewed
Vermont,offender_profiles,-11771,Monotonicity Violation,Unreviewed
Vermont,total_profiles,193134,Spike Detection,Unreviewed
Vermont,arrestee,197347,Spike Detection,Unreviewed
Vermont,forensic_profiles,7558,Spike Detection,Unreviewed
Vermont,arrestee,-196950,Monotonicity Violation,Unreviewed
Vermont,forensic_profiles,-7954,Monotonicity Violation,Unreviewed
Vermont,total_profiles,-193133,Monotonicity Violation,Unreviewed
Vermont,offender_profiles,11771,Spike Detection,Unreviewed
Vermont,offender_profiles,-11771,Monotonicity Violation,Unreviewed
Vermont,total_profiles,193884,Spike Detection,Unreviewed
Vermont,arrestee,197568,Spike Detection,Unreviewed
Vermont,forensic_profiles,8087,Spike Detection,Unreviewed
Vermont,arrestee,-197568,Monotonicity Violation,Unreviewed
Vermont,forensic_profiles,-8087,Monotonicity Violation,Unreviewed
Vermont,total_profiles,-193884,Monotonicity Violation,Unreviewed
Vermont,offender_profiles,11771,Spike Detection,Unreviewed
Vermont,offender_profiles,-11770,Monotonicity Violation,Unreviewed
Vermont,total_profiles,201285,Spike Detection,Unreviewed
Vermont,arrestee,204397,Spike Detection,Unreviewed
Vermont,forensic_profiles,8658,Spike Detection,Unreviewed
Vermont,arrestee,-204391,Monotonicity Violation,Unreviewed
Vermont,forensic_profiles,-8658,Monotonicity Violation,Unreviewed
Vermont,total_profiles,-200935,Monotonicity Violation,Unreviewed
Vermont,unknown,NA,Laboratory Jump,Unreviewed
Vermont,offender_profiles,-66,Monotonicity Violation,Unreviewed
Vermont,arrestee,-252,Monotonicity Violation,Unreviewed
Vermont,offender_profiles,-13,Monotonicity Violation,Unreviewed
Vermont,total_profiles,-13,Monotonicity Violation,Unreviewed
Vermont,offender_profiles,-13,Monotonicity Violation,Unreviewed
Vermont,total_profiles,-10,Monotonicity Violation,Unreviewed
Vermont,offender_profiles,-51,Monotonicity Violation,Unreviewed
Vermont,arrestee,-175,Monotonicity Violation,Unreviewed
Vermont,total_profiles,-224,Monotonicity Violation,Unreviewed
Vermont,offender_profiles,-105,Monotonicity Violation,Unreviewed
Vermont,total_profiles,-102,Monotonicity Violation,Unreviewed
Vermont,offender_profiles,-67,Monotonicity Violation,Unreviewed
Vermont,total_profiles,-66,Monotonicity Violation,Unreviewed
Vermont,offender_profiles,-260,Monotonicity Violation,Unreviewed
Vermont,total_profiles,-256,Monotonicity Violation,Unreviewed
Vermont,offender_profiles,-87,Monotonicity Violation,Unreviewed
Vermont,total_profiles,-10,Monotonicity Violation,Unreviewed
Vermont,offender_profiles,-82,Monotonicity Violation,Unreviewed
Vermont,total_profiles,-77,Monotonicity Violation,Unreviewed
Vermont,offender_profiles,-174,Monotonicity Violation,Unreviewed
Vermont,total_profiles,-164,Monotonicity Violation,Unreviewed
Vermont,offender_profiles,-94,Monotonicity Violation,Unreviewed
Vermont,total_profiles,-88,Monotonicity Violation,Unreviewed
Vermont,offender_profiles,-53,Monotonicity Violation,Unreviewed
Vermont,total_profiles,-45,Monotonicity Violation,Unreviewed
Vermont,offender_profiles,-23,Monotonicity Violation,Unreviewed
Vermont,offender_profiles,-59,Monotonicity Violation,Unreviewed
Vermont,total_profiles,-54,Monotonicity Violation,Unreviewed
Vermont,offender_profiles,-11,Monotonicity Violation,Unreviewed
Vermont,total_profiles,-3,Monotonicity Violation,Unreviewed
Vermont,offender_profiles,-11,Monotonicity Violation,Unreviewed
Vermont,offender_profiles,-3,Monotonicity Violation,Unreviewed
Vermont,offender_profiles,-40,Monotonicity Violation,Unreviewed
Vermont,total_profiles,-31,Monotonicity Violation,Unreviewed
Vermont,offender_profiles,-17,Monotonicity Violation,Unreviewed
Vermont,total_profiles,-3,Monotonicity Violation,Unreviewed
Vermont,offender_profiles,-34,Monotonicity Violation,Unreviewed
Vermont,total_profiles,-12,Monotonicity Violation,Unreviewed
Vermont,offender_profiles,-10,Monotonicity Violation,Unreviewed
Vermont,offender_profiles,-1,Monotonicity Violation,Unreviewed
Vermont,offender_profiles,-6,Monotonicity Violation,Unreviewed
Virginia,arrestee,-364,Monotonicity Violation,Unreviewed
Virginia,forensic_profiles,-131,Monotonicity Violation,Unreviewed
Virginia,offender_profiles,-1344,Monotonicity Violation,Unreviewed
Virginia,forensic_profiles,-117,Monotonicity Violation,Unreviewed
Virginia,total_profiles,-1461,Monotonicity Violation,Unreviewed
Virginia,total_profiles,1715,Spike Detection,Unreviewed
Virginia,offender_profiles,1594,Spike Detection,Unreviewed
Virginia,offender_profiles,-1594,Monotonicity Violation,Unreviewed
Virginia,forensic_profiles,-121,Monotonicity Violation,Unreviewed
Virginia,total_profiles,-1715,Monotonicity Violation,Unreviewed
Virginia,offender_profiles,-3158,Monotonicity Violation,Unreviewed
Virginia,forensic_profiles,-241,Monotonicity Violation,Unreviewed
Virginia,total_profiles,-3399,Monotonicity Violation,Unreviewed
Virginia,total_profiles,1861,Spike Detection,Unreviewed
Virginia,offender_profiles,1713,Spike Detection,Unreviewed
Virginia,offender_profiles,-7239,Monotonicity Violation,Unreviewed
Virginia,forensic_profiles,-611,Monotonicity Violation,Unreviewed
Virginia,total_profiles,-7850,Monotonicity Violation,Unreviewed
Virginia,offender_profiles,-20116,Monotonicity Violation,Unreviewed
Virginia,forensic_profiles,-1792,Monotonicity Violation,Unreviewed
Virginia,total_profiles,-21908,Monotonicity Violation,Unreviewed
Virginia,total_profiles,2516,Spike Detection,Unreviewed
Virginia,offender_profiles,2395,Spike Detection,Unreviewed
Virginia,offender_profiles,-307455,Monotonicity Violation,Unreviewed
Virginia,forensic_profiles,-6138,Monotonicity Violation,Unreviewed
Virginia,total_profiles,-129677,Monotonicity Violation,Unreviewed
Virginia,arrestee,183916,Spike Detection,Unreviewed
Virginia,arrestee,-171535,Monotonicity Violation,Unreviewed
Virginia,forensic_profiles,-6239,Monotonicity Violation,Unreviewed
Virginia,total_profiles,129681,Spike Detection,Unreviewed
Virginia,offender_profiles,307455,Spike Detection,Unreviewed
Virginia,offender_profiles,-307455,Monotonicity Violation,Unreviewed
Virginia,total_profiles,-129681,Monotonicity Violation,Unreviewed
Virginia,arrestee,171535,Spike Detection,Unreviewed
Virginia,forensic_profiles,6239,Spike Detection,Unreviewed
Virginia,arrestee,-171535,Monotonicity Violation,Unreviewed
Virginia,forensic_profiles,-6239,Monotonicity Violation,Unreviewed
Virginia,arrestee,-12381,Monotonicity Violation,Unreviewed
Virginia,total_profiles,1157,Spike Detection,Unreviewed
Virginia,offender_profiles,1070,Spike Detection,Unreviewed
Virginia,offender_profiles,-332125,Monotonicity Violation,Unreviewed
Virginia,forensic_profiles,-6167,Monotonicity Violation,Unreviewed
Virginia,total_profiles,-140945,Monotonicity Violation,Unreviewed
Virginia,arrestee,197347,Spike Detection,Unreviewed
Virginia,arrestee,-183225,Monotonicity Violation,Unreviewed
Virginia,forensic_profiles,-7951,Monotonicity Violation,Unreviewed
Virginia,total_profiles,140949,Spike Detection,Unreviewed
Virginia,offender_profiles,332125,Spike Detection,Unreviewed
Virginia,offender_profiles,-332125,Monotonicity Violation,Unreviewed
Virginia,total_profiles,-140198,Monotonicity Violation,Unreviewed
Virginia,arrestee,183843,Spike Detection,Unreviewed
Virginia,forensic_profiles,8084,Spike Detection,Unreviewed
Virginia,arrestee,-183750,Monotonicity Violation,Unreviewed
Virginia,forensic_profiles,-8084,Monotonicity Violation,Unreviewed
Virginia,total_profiles,141479,Spike Detection,Unreviewed
Virginia,offender_profiles,333313,Spike Detection,Unreviewed
Virginia,offender_profiles,-333312,Monotonicity Violation,Unreviewed
Virginia,total_profiles,-134078,Monotonicity Violation,Unreviewed
Virginia,arrestee,190579,Spike Detection,Unreviewed
Virginia,forensic_profiles,8655,Spike Detection,Unreviewed
Virginia,arrestee,-190122,Monotonicity Violation,Unreviewed
Virginia,forensic_profiles,-8655,Monotonicity Violation,Unreviewed
Virginia,offender_profiles,343505,Spike Detection,Unreviewed
Virginia,unknown,NA,Laboratory Jump,Unreviewed
Virginia,offender_profiles,-3613,Monotonicity Violation,Unreviewed
Virginia,arrestee,-8685,Monotonicity Violation,Unreviewed
Virginia,arrestee,-238,Monotonicity Violation,Unreviewed
Virginia,arrestee,-179,Monotonicity Violation,Unreviewed
Virginia,arrestee,-119,Monotonicity Violation,Unreviewed
Virginia,arrestee,-13,Monotonicity Violation,Unreviewed
Virginia,arrestee,-497,Monotonicity Violation,Unreviewed
Virginia,arrestee,-493,Monotonicity Violation,Unreviewed
Virginia,arrestee,-392,Monotonicity Violation,Unreviewed
Virginia,arrestee,-90,Monotonicity Violation,Unreviewed
Virginia,arrestee,-85,Monotonicity Violation,Unreviewed
Virginia,arrestee,-84,Monotonicity Violation,Unreviewed
Virginia,arrestee,-136,Monotonicity Violation,Unreviewed
Virginia,arrestee,-2,Monotonicity Violation,Unreviewed
Virginia,arrestee,-67,Monotonicity Violation,Unreviewed
Virginia,arrestee,-342,Monotonicity Violation,Unreviewed
Virginia,arrestee,-82,Monotonicity Violation,Unreviewed
Virginia,arrestee,-12,Monotonicity Violation,Unreviewed
Virginia,arrestee,-62,Monotonicity Violation,Unreviewed
Virginia,arrestee,-35,Monotonicity Violation,Unreviewed
Virginia,arrestee,-20,Monotonicity Violation,Unreviewed
Virginia,arrestee,-2,Monotonicity Violation,Unreviewed
Virginia,arrestee,-49,Monotonicity Violation,Unreviewed
Virginia,arrestee,-74,Monotonicity Violation,Unreviewed
Virginia,arrestee,-22,Monotonicity Violation,Unreviewed
Virginia,arrestee,-22,Monotonicity Violation,Unreviewed
Virginia,arrestee,-523,Monotonicity Violation,Unreviewed
Virginia,arrestee,-32,Monotonicity Violation,Unreviewed
Virginia,arrestee,-15,Monotonicity Violation,Unreviewed
Virginia,arrestee,-32,Monotonicity Violation,Unreviewed
Virginia,arrestee,-1,Monotonicity Violation,Unreviewed
Virginia,arrestee,-36,Monotonicity Violation,Unreviewed
Virginia,arrestee,-4,Monotonicity Violation,Unreviewed
Virginia,arrestee,-64,Monotonicity Violation,Unreviewed
Virginia,arrestee,-116,Monotonicity Violation,Unreviewed
Virginia,arrestee,-40,Monotonicity Violation,Unreviewed
Virginia,arrestee,-28,Monotonicity Violation,Unreviewed
Virginia,arrestee,-41,Monotonicity Violation,Unreviewed
Virginia,arrestee,-21,Monotonicity Violation,Unreviewed
Virginia,arrestee,-3,Monotonicity Violation,Unreviewed
Virginia,arrestee,-51,Monotonicity Violation,Unreviewed
Virginia,arrestee,-182,Monotonicity Violation,Unreviewed
Virginia,arrestee,-350,Monotonicity Violation,Unreviewed
Virginia,arrestee,-173,Monotonicity Violation,Unreviewed
Virginia,arrestee,-250,Monotonicity Violation,Unreviewed
Virginia,arrestee,-5,Monotonicity Violation,Unreviewed
Virginia,arrestee,-58,Monotonicity Violation,Unreviewed
Washington,arrestee,-1029,Monotonicity Violation,Unreviewed
Washington,offender_profiles,-28983,Monotonicity Violation,Unreviewed
Washington,forensic_profiles,-2,Monotonicity Violation,Unreviewed
Washington,total_profiles,-27933,Monotonicity Violation,Unreviewed
Washington,arrestee,1052,Spike Detection,Unreviewed
Washington,arrestee,-1052,Monotonicity Violation,Unreviewed
Washington,offender_profiles,-28983,Monotonicity Violation,Unreviewed
Washington,forensic_profiles,-2,Monotonicity Violation,Unreviewed
Washington,total_profiles,-27933,Monotonicity Violation,Unreviewed
Washington,arrestee,-1052,Monotonicity Violation,Unreviewed
Washington,offender_profiles,-28983,Monotonicity Violation,Unreviewed
Washington,forensic_profiles,-2,Monotonicity Violation,Unreviewed
Washington,total_profiles,-27933,Monotonicity Violation,Unreviewed
Washington,arrestee,1052,Spike Detection,Unreviewed
Washington,arrestee,-1052,Monotonicity Violation,Unreviewed
Washington,offender_profiles,-28983,Monotonicity Violation,Unreviewed
Washington,forensic_profiles,-2,Monotonicity Violation,Unreviewed
Washington,total_profiles,-27933,Monotonicity Violation,Unreviewed
Washington,arrestee,1052,Spike Detection,Unreviewed
Washington,arrestee,-1052,Monotonicity Violation,Unreviewed
Washington,offender_profiles,-29912,Monotonicity Violation,Unreviewed
Washington,forensic_profiles,-2,Monotonicity Violation,Unreviewed
Washington,total_profiles,-28831,Monotonicity Violation,Unreviewed
Washington,arrestee,-1073,Monotonicity Violation,Unreviewed
Washington,arrestee,-119,Monotonicity Violation,Unreviewed
Washington,total_profiles,12505,Spike Detection,Unreviewed
Washington,offender_profiles,12414,Spike Detection,Unreviewed
Washington,offender_profiles,-1280,Monotonicity Violation,Unreviewed
Washington,total_profiles,-1245,Monotonicity Violation,Unreviewed
Washington,forensic_profiles,-9,Monotonicity Violation,Unreviewed
Washington,offender_profiles,-10,Monotonicity Violation,Unreviewed
Washington,forensic_profiles,-15,Monotonicity Violation,Unreviewed
Washington,total_profiles,-25,Monotonicity Violation,Unreviewed
Washington,forensic_profiles,-9,Monotonicity Violation,Unreviewed
Washington,total_profiles,-9,Monotonicity Violation,Unreviewed
Washington,forensic_profiles,-747,Monotonicity Violation,Unreviewed
Washington,total_profiles,-184,Monotonicity Violation,Unreviewed
Washington,offender_profiles,-8624,Monotonicity Violation,Unreviewed
Washington,forensic_profiles,-56,Monotonicity Violation,Unreviewed
Washington,total_profiles,-8680,Monotonicity Violation,Unreviewed
Washington,total_profiles,8008,Spike Detection,Unreviewed
Washington,offender_profiles,7987,Spike Detection,Unreviewed
Washington,offender_profiles,-19845,Monotonicity Violation,Unreviewed
Washington,forensic_profiles,-99,Monotonicity Violation,Unreviewed
Washington,total_profiles,-19944,Monotonicity Violation,Unreviewed
Washington,total_profiles,26172,Spike Detection,Unreviewed
Washington,offender_profiles,26038,Spike Detection,Unreviewed
Washington,offender_profiles,-26038,Monotonicity Violation,Unreviewed
Washington,forensic_profiles,-134,Monotonicity Violation,Unreviewed
Washington,total_profiles,-26172,Monotonicity Violation,Unreviewed
Washington,offender_profiles,-37656,Monotonicity Violation,Unreviewed
Washington,forensic_profiles,-529,Monotonicity Violation,Unreviewed
Washington,total_profiles,-38185,Monotonicity Violation,Unreviewed
Washington,offender_profiles,604,Spike Detection,Unreviewed
Washington,offender_profiles,-186262,Monotonicity Violation,Unreviewed
Washington,total_profiles,1131,Spike Detection,Unreviewed
Washington,arrestee,183916,Spike Detection,Unreviewed
Washington,forensic_profiles,3477,Spike Detection,Unreviewed
Washington,arrestee,-181150,Monotonicity Violation,Unreviewed
Washington,forensic_profiles,-6237,Monotonicity Violation,Unreviewed
Washington,total_profiles,-1125,Monotonicity Violation,Unreviewed
Washington,offender_profiles,186262,Spike Detection,Unreviewed
Washington,offender_profiles,-186262,Monotonicity Violation,Unreviewed
Washington,total_profiles,1125,Spike Detection,Unreviewed
Washington,arrestee,181150,Spike Detection,Unreviewed
Washington,forensic_profiles,6237,Spike Detection,Unreviewed
Washington,arrestee,-181150,Monotonicity Violation,Unreviewed
Washington,forensic_profiles,-6237,Monotonicity Violation,Unreviewed
Washington,total_profiles,-1125,Monotonicity Violation,Unreviewed
Washington,arrestee,-2766,Monotonicity Violation,Unreviewed
Washington,offender_profiles,-204585,Monotonicity Violation,Unreviewed
Washington,total_profiles,-2773,Monotonicity Violation,Unreviewed
Washington,arrestee,197347,Spike Detection,Unreviewed
Washington,forensic_profiles,4465,Spike Detection,Unreviewed
Washington,arrestee,-193857,Monotonicity Violation,Unreviewed
Washington,forensic_profiles,-7949,Monotonicity Violation,Unreviewed
Washington,total_profiles,2779,Spike Detection,Unreviewed
Washington,offender_profiles,204585,Spike Detection,Unreviewed
Washington,offender_profiles,-204585,Monotonicity Violation,Unreviewed
Washington,total_profiles,-2028,Monotonicity Violation,Unreviewed
Washington,arrestee,194475,Spike Detection,Unreviewed
Washington,forensic_profiles,8082,Spike Detection,Unreviewed
Washington,arrestee,-194423,Monotonicity Violation,Unreviewed
Washington,forensic_profiles,-8082,Monotonicity Violation,Unreviewed
Washington,offender_profiles,205789,Spike Detection,Unreviewed
Washington,offender_profiles,-205788,Monotonicity Violation,Unreviewed
Washington,arrestee,201252,Spike Detection,Unreviewed
Washington,forensic_profiles,8653,Spike Detection,Unreviewed
Washington,arrestee,-200997,Monotonicity Violation,Unreviewed
Washington,forensic_profiles,-8654,Monotonicity Violation,Unreviewed
Washington,unknown,NA,Laboratory Jump,Unreviewed
Washington,arrestee,-3797,Monotonicity Violation,Unreviewed
West Virginia,offender_profiles,-3232,Monotonicity Violation,Unreviewed
West Virginia,total_profiles,-3202,Monotonicity Violation,Unreviewed
West Virginia,forensic_profiles,-13,Monotonicity Violation,Unreviewed
West Virginia,total_profiles,-13,Monotonicity Violation,Unreviewed
West Virginia,offender_profiles,963,Spike Detection,Unreviewed
West Virginia,offender_profiles,-5359,Monotonicity Violation,Unreviewed
West Virginia,forensic_profiles,-204,Monotonicity Violation,Unreviewed
West Virginia,total_profiles,-5563,Monotonicity Violation,Unreviewed
West Virginia,total_profiles,5563,Spike Detection,Unreviewed
West Virginia,offender_profiles,5359,Spike Detection,Unreviewed
West Virginia,offender_profiles,-5359,Monotonicity Violation,Unreviewed
West Virginia,forensic_profiles,-196,Monotonicity Violation,Unreviewed
West Virginia,total_profiles,-5555,Monotonicity Violation,Unreviewed
West Virginia,offender_profiles,-5310,Monotonicity Violation,Unreviewed
West Virginia,forensic_profiles,-187,Monotonicity Violation,Unreviewed
West Virginia,total_profiles,-5497,Monotonicity Violation,Unreviewed
West Virginia,total_profiles,5497,Spike Detection,Unreviewed
West Virginia,offender_profiles,5310,Spike Detection,Unreviewed
West Virginia,offender_profiles,-5310,Monotonicity Violation,Unreviewed
West Virginia,forensic_profiles,-187,Monotonicity Violation,Unreviewed
West Virginia,total_profiles,-5497,Monotonicity Violation,Unreviewed
West Virginia,total_profiles,5497,Spike Detection,Unreviewed
West Virginia,offender_profiles,5310,Spike Detection,Unreviewed
West Virginia,offender_profiles,-5247,Monotonicity Violation,Unreviewed
West Virginia,forensic_profiles,-176,Monotonicity Violation,Unreviewed
West Virginia,total_profiles,-5423,Monotonicity Violation,Unreviewed
West Virginia,total_profiles,5423,Spike Detection,Unreviewed
West Virginia,offender_profiles,5247,Spike Detection,Unreviewed
West Virginia,offender_profiles,-5247,Monotonicity Violation,Unreviewed
West Virginia,forensic_profiles,-170,Monotonicity Violation,Unreviewed
West Virginia,total_profiles,-5417,Monotonicity Violation,Unreviewed
West Virginia,total_profiles,5417,Spike Detection,Unreviewed
West Virginia,offender_profiles,5247,Spike Detection,Unreviewed
West Virginia,offender_profiles,-5247,Monotonicity Violation,Unreviewed
West Virginia,forensic_profiles,-170,Monotonicity Violation,Unreviewed
West Virginia,total_profiles,-5417,Monotonicity Violation,Unreviewed
West Virginia,total_profiles,6391,Spike Detection,Unreviewed
West Virginia,offender_profiles,6207,Spike Detection,Unreviewed
West Virginia,offender_profiles,-6177,Monotonicity Violation,Unreviewed
West Virginia,forensic_profiles,-182,Monotonicity Violation,Unreviewed
West Virginia,total_profiles,-6359,Monotonicity Violation,Unreviewed
West Virginia,offender_profiles,-6177,Monotonicity Violation,Unreviewed
West Virginia,forensic_profiles,-182,Monotonicity Violation,Unreviewed
West Virginia,total_profiles,-6359,Monotonicity Violation,Unreviewed
West Virginia,total_profiles,6359,Spike Detection,Unreviewed
West Virginia,offender_profiles,6177,Spike Detection,Unreviewed
West Virginia,offender_profiles,-6177,Monotonicity Violation,Unreviewed
West Virginia,forensic_profiles,-182,Monotonicity Violation,Unreviewed
West Virginia,total_profiles,-6359,Monotonicity Violation,Unreviewed
West Virginia,total_profiles,6359,Spike Detection,Unreviewed
West Virginia,offender_profiles,6177,Spike Detection,Unreviewed
West Virginia,offender_profiles,-6177,Monotonicity Violation,Unreviewed
West Virginia,forensic_profiles,-182,Monotonicity Violation,Unreviewed
West Virginia,total_profiles,-6359,Monotonicity Violation,Unreviewed
West Virginia,total_profiles,6359,Spike Detection,Unreviewed
West Virginia,offender_profiles,6177,Spike Detection,Unreviewed
West Virginia,offender_profiles,-6177,Monotonicity Violation,Unreviewed
West Virginia,forensic_profiles,-182,Monotonicity Violation,Unreviewed
West Virginia,total_profiles,-6359,Monotonicity Violation,Unreviewed
West Virginia,total_profiles,6359,Spike Detection,Unreviewed
West Virginia,offender_profiles,6177,Spike Detection,Unreviewed
West Virginia,offender_profiles,-2646,Monotonicity Violation,Unreviewed
West Virginia,forensic_profiles,-177,Monotonicity Violation,Unreviewed
West Virginia,total_profiles,-2823,Monotonicity Violation,Unreviewed
West Virginia,forensic_profiles,-27,Monotonicity Violation,Unreviewed
West Virginia,total_profiles,-27,Monotonicity Violation,Unreviewed
West Virginia,offender_profiles,-600,Monotonicity Violation,Unreviewed
West Virginia,forensic_profiles,-123,Monotonicity Violation,Unreviewed
West Virginia,total_profiles,-723,Monotonicity Violation,Unreviewed
West Virginia,offender_profiles,1049,Spike Detection,Unreviewed
